0.000	58.486
0.017	58.966
0.034	59.650
0.051	60.533
0.068	61.609
0.085	62.871
0.102	64.312
0.119	65.920
0.136	67.685
0.153	69.596
0.170	71.640
0.187	73.804
0.204	76.071
0.221	78.429
0.238	80.861
0.255	83.350
0.272	85.881
0.289	88.436
0.306	90.999
0.323	93.552
0.340	96.079
0.357	98.562
0.374	100.986
0.391	103.334
0.408	105.590
0.425	107.740
0.442	109.770
0.459	111.666
0.476	113.415
0.493	115.006
0.510	116.428
0.527	117.673
0.544	118.731
0.561	119.596
0.578	120.262
0.595	120.725
0.612	120.982
0.629	121.031
0.646	120.872
0.663	120.506
0.680	119.936
0.697	119.165
0.714	118.198
0.731	117.043
0.748	115.706
0.765	114.197
0.782	112.526
0.799	110.704
0.816	108.743
0.833	106.657
0.850	104.458
0.867	102.162
0.884	99.784
0.901	97.340
0.918	94.846
0.935	92.319
0.952	89.775
0.969	87.232
0.986	84.706
1.003	82.214
1.020	79.772
1.037	77.397
1.054	75.105
1.071	72.910
1.088	70.828
1.105	68.871
1.122	67.054
1.139	65.388
1.156	63.883
1.173	62.551
1.190	61.399
1.207	60.435
1.224	59.666
1.241	59.097
1.258	58.731
1.275	58.571
1.292	58.618
1.309	58.871
1.326	59.329
1.343	59.988
1.360	60.844
1.377	61.891
1.394	63.123
1.411	64.531
1.428	66.105
1.445	67.836
1.462	69.711
1.479	71.718
1.496	73.844
1.513	76.074
1.530	78.395
1.547	80.789
1.564	83.241
1.581	85.736
1.598	88.256
1.615	90.785
1.632	93.306
1.649	95.802
1.666	98.256
1.683	100.653
1.700	102.976
1.717	105.210
1.734	107.341
1.751	109.353
1.768	111.235
1.785	112.972
1.802	114.555
1.819	115.972
1.836	117.213
1.853	118.272
1.870	119.141
1.887	119.814
1.904	120.286
1.921	120.556
1.938	120.620
1.955	120.479
1.972	120.134
1.989	119.586
2.006	118.841
2.023	117.902
2.040	116.776
2.057	115.471
2.074	113.995
2.091	112.358
2.108	110.571
2.125	108.646
2.142	106.596
2.159	104.435
2.176	102.176
2.193	99.836
2.210	97.429
2.227	94.971
2.244	92.479
2.261	89.970
2.278	87.459
2.295	84.965
2.312	82.502
2.329	80.089
2.346	77.740
2.363	75.471
2.380	73.297
2.397	71.233
2.414	69.293
2.431	67.488
2.448	65.832
2.465	64.334
2.482	63.006
2.499	61.855
2.516	60.890
2.533	60.116
2.550	59.539
2.567	59.162
2.584	58.988
2.601	59.019
2.618	59.252
2.635	59.688
2.652	60.323
2.669	61.153
2.686	62.173
2.703	63.374
2.720	64.750
2.737	66.291
2.754	67.987
2.771	69.827
2.788	71.798
2.805	73.887
2.822	76.080
2.839	78.363
2.856	80.721
2.873	83.137
2.890	85.596
2.907	88.081
2.924	90.577
2.941	93.065
2.958	95.531
2.975	97.956
2.992	100.326
3.009	102.625
3.026	104.837
3.043	106.948
3.060	108.943
3.077	110.810
3.094	112.536
3.111	114.110
3.128	115.521
3.145	116.760
3.162	117.819
3.179	118.691
3.196	119.370
3.213	119.852
3.230	120.134
3.247	120.213
3.264	120.090
3.281	119.764
3.298	119.240
3.315	118.519
3.332	117.607
3.349	116.510
3.366	115.236
3.383	113.792
3.400	112.189
3.417	110.437
3.434	108.548
3.451	106.534
3.468	104.409
3.485	102.188
3.502	99.884
3.519	97.513
3.536	95.091
3.553	92.634
3.570	90.159
3.587	87.681
3.604	85.218
3.621	82.785
3.638	80.399
3.655	78.076
3.672	75.830
3.689	73.677
3.706	71.632
3.723	69.707
3.740	67.915
3.757	66.269
3.774	64.779
3.791	63.455
3.808	62.306
3.825	61.338
3.842	60.560
3.859	59.975
3.876	59.588
3.893	59.401
3.910	59.415
3.927	59.630
3.944	60.045
3.961	60.657
3.978	61.461
3.995	62.452
4.012	63.624
4.029	64.969
4.046	66.477
4.063	68.139
4.080	69.944
4.097	71.879
4.114	73.932
4.131	76.089
4.148	78.335
4.165	80.656
4.182	83.037
4.199	85.461
4.216	87.912
4.233	90.374
4.250	92.830
4.267	95.265
4.284	97.663
4.301	100.006
4.318	102.280
4.335	104.470
4.352	106.561
4.369	108.540
4.386	110.392
4.403	112.107
4.420	113.672
4.437	115.077
4.454	116.313
4.471	117.372
4.488	118.247
4.505	118.932
4.522	119.423
4.539	119.716
4.556	119.810
4.573	119.704
4.590	119.398
4.607	118.896
4.624	118.200
4.641	117.314
4.658	116.246
4.675	115.001
4.692	113.589
4.709	112.019
4.726	110.302
4.743	108.448
4.760	106.470
4.777	104.381
4.794	102.196
4.811	99.928
4.828	97.593
4.845	95.207
4.862	92.785
4.879	90.343
4.896	87.898
4.913	85.465
4.930	83.062
4.947	80.703
4.964	78.405
4.981	76.183
4.998	74.051
5.015	72.024
5.032	70.115
5.049	68.336
5.066	66.700
5.083	65.217
5.100	63.898
5.117	62.750
5.134	61.781
5.151	60.999
5.168	60.407
5.185	60.009
5.202	59.809
5.219	59.808
5.236	60.005
5.253	60.399
5.270	60.987
5.287	61.766
5.304	62.730
5.321	63.873
5.338	65.187
5.355	66.663
5.372	68.292
5.389	70.062
5.406	71.962
5.423	73.979
5.440	76.100
5.457	78.311
5.474	80.596
5.491	82.941
5.508	85.330
5.525	87.747
5.542	90.176
5.559	92.601
5.576	95.006
5.593	97.375
5.610	99.692
5.627	101.942
5.644	104.110
5.661	106.181
5.678	108.143
5.695	109.981
5.712	111.684
5.729	113.240
5.746	114.639
5.763	115.872
5.780	116.931
5.797	117.809
5.814	118.500
5.831	118.999
5.848	119.304
5.865	119.411
5.882	119.322
5.899	119.036
5.916	118.555
5.933	117.882
5.950	117.023
5.967	115.983
5.984	114.768
6.001	113.387
6.018	111.850
6.035	110.166
6.052	108.346
6.069	106.403
6.086	104.351
6.103	102.201
6.120	99.969
6.137	97.670
6.154	95.319
6.171	92.931
6.188	90.522
6.205	88.109
6.222	85.707
6.239	83.333
6.256	81.001
6.273	78.728
6.290	76.529
6.307	74.418
6.324	72.409
6.341	70.516
6.358	68.750
6.375	67.125
6.392	65.650
6.409	64.335
6.426	63.188
6.443	62.219
6.460	61.432
6.477	60.833
6.494	60.426
6.511	60.213
6.528	60.196
6.545	60.376
6.562	60.749
6.579	61.315
6.596	62.070
6.613	63.007
6.630	64.121
6.647	65.405
6.664	66.850
6.681	68.445
6.698	70.182
6.715	72.047
6.732	74.029
6.749	76.114
6.766	78.289
6.783	80.539
6.800	82.848
6.817	85.203
6.834	87.586
6.851	89.983
6.868	92.377
6.885	94.752
6.902	97.093
6.919	99.384
6.936	101.610
6.953	103.756
6.970	105.808
6.987	107.752
7.004	109.576
7.021	111.267
7.038	112.814
7.055	114.207
7.072	115.437
7.089	116.496
7.106	117.376
7.123	118.072
7.140	118.580
7.157	118.895
7.174	119.017
7.191	118.944
7.208	118.676
7.225	118.216
7.242	117.568
7.259	116.734
7.276	115.721
7.293	114.535
7.310	113.185
7.327	111.680
7.344	110.029
7.361	108.243
7.378	106.335
7.395	104.318
7.412	102.204
7.429	100.007
7.446	97.743
7.463	95.426
7.480	93.072
7.497	90.696
7.514	88.315
7.531	85.943
7.548	83.598
7.565	81.293
7.582	79.046
7.599	76.869
7.616	74.779
7.633	72.788
7.650	70.911
7.667	69.158
7.684	67.543
7.701	66.076
7.718	64.765
7.735	63.621
7.752	62.651
7.769	61.860
7.786	61.254
7.803	60.838
7.820	60.613
7.837	60.581
7.854	60.743
7.871	61.097
7.888	61.641
7.905	62.371
7.922	63.282
7.939	64.368
7.956	65.622
7.973	67.036
7.990	68.599
8.007	70.302
8.024	72.133
8.041	74.080
8.058	76.131
8.075	78.270
8.092	80.485
8.109	82.760
8.126	85.080
8.143	87.431
8.160	89.795
8.177	92.158
8.194	94.504
8.211	96.817
8.228	99.082
8.245	101.284
8.262	103.408
8.279	105.441
8.296	107.368
8.313	109.177
8.330	110.857
8.347	112.395
8.364	113.782
8.381	115.008
8.398	116.066
8.415	116.949
8.432	117.650
8.449	118.165
8.466	118.491
8.483	118.626
8.500	118.569
8.517	118.320
8.534	117.881
8.551	117.255
8.568	116.446
8.585	115.460
8.602	114.303
8.619	112.984
